Cancer group/site,Year,Sex,Age group (years),Age Group,Count,"Age-specific rate
(per 100,000)"
string,number,number,string,string,number,number
Melanoma of the skin,2003,Females,25?29,25 - 29,123,18.3
Melanoma of the skin,2003,Females,30?34,30 - 34,211,27.7
Melanoma of the skin,2003,Females,35?39,35 - 39,261,35.7
Melanoma of the skin,2003,Females,40?44,40 - 44,331,43.2
Melanoma of the skin,2003,Females,45?49,45 - 49,371,52.8
Melanoma of the skin,2003,Females,50?54,50 - 54,397,61.1
Melanoma of the skin,2003,Females,55?59,55 - 59,405,71.5
Melanoma of the skin,2003,Females,60?64,60 - 64,333,77.9
Melanoma of the skin,2003,Females,65?69,44690,343,95
Melanoma of the skin,2003,Females,70?74,70 - 74,332,101.8
Melanoma of the skin,2003,Females,75?79,75 - 79,299,101.4
Melanoma of the skin,2003,Females,80?84,80 - 84,252,115.2
Melanoma of the skin,2003,Females,85?89,85 - 89,169,135.5
Melanoma of the skin,2003,Females,90+,90 - 90+,70,103.6
Melanoma of the skin,2003,Females,All ages combined,All - combined,4029,40.6
Melanoma of the skin,2004,Females,00?04,44690,0,0
Melanoma of the skin,2004,Females,05?09,44690,0,0
Melanoma of the skin,2004,Females,10?14,44848,5,0.7
Melanoma of the skin,2004,Females,15?19,15 - 19,34,5.1
Melanoma of the skin,2004,Females,20?24,20 - 24,92,13.6
Melanoma of the skin,2004,Females,25?29,25 - 29,137,20.5
Melanoma of the skin,2004,Females,30?34,30 - 34,216,28.4
Melanoma of the skin,2004,Females,35?39,35 - 39,236,32.3
Melanoma of the skin,2004,Females,40?44,40 - 44,313,40.6
Melanoma of the skin,2004,Females,45?49,44690,416,58
Melanoma of the skin,2004,Females,50?54,50 - 54,422,64.2
Melanoma of the skin,2004,Females,55?59,55 - 59,459,77.9
Melanoma of the skin,2004,Females,60?64,60 - 64,401,90.1
Melanoma of the skin,2004,Females,65?69,65 - 69,366,98.5
Melanoma of the skin,2004,Females,70?74,70 - 74,318,98.5
Melanoma of the skin,2004,Females,75?79,75 - 79,354,119.4
Melanoma of the skin,2004,Females,80?84,80 - 84,254,111.7
Melanoma of the skin,2004,Females,85?89,85 - 89,169,134.6
Melanoma of the skin,2004,Females,90+,44690,83,117
Melanoma of the skin,2004,Females,All ages combined,All - combined,4275,42.6
Melanoma of the skin,2005,Females,00?04,44690,0,0
Melanoma of the skin,2005,Females,05?09,44690,1,0.2
Melanoma of the skin,2005,Females,10?14,44848,4,0.6
Melanoma of the skin,2005,Females,15?19,15 - 19,28,4.2
Melanoma of the skin,2005,Females,20?24,20 - 24,78,11.2
Melanoma of the skin,2005,Females,25?29,44690,168,25
Melanoma of the skin,2005,Females,30?34,30 - 34,238,31.5
Melanoma of the skin,2005,Females,35?39,35 - 39,257,34.8
Melanoma of the skin,2005,Females,40?44,40 - 44,376,48.9
Melanoma of the skin,2005,Females,45?49,45 - 49,425,58.1
Melanoma of the skin,2005,Females,50?54,50 - 54,443,66.5
Melanoma of the skin,2005,Females,55?59,55 - 59,466,76.3
Melanoma of the skin,2005,Females,60?64,60 - 64,442,94.9
Melanoma of the skin,2005,Females,65?69,65 - 69,431,112.8
Melanoma of the skin,2005,Females,70?74,70 - 74,363,112.7
Melanoma of the skin,2005,Females,75?79,75 - 79,371,125.1
Melanoma of the skin,2005,Females,80?84,80 - 84,326,139.6
Melanoma of the skin,2005,Females,85?89,85 - 89,166,127.2
Melanoma of the skin,2005,Females,90+,90 - 90+,111,147.7
Melanoma of the skin,2005,Females,All ages combined,All - combined,4694,46.2
Melanoma of the skin,2006,Females,00?04,44690,0,0
Melanoma of the skin,2006,Females,05?09,44690,0,0
Melanoma of the skin,2006,Females,10?14,44848,3,0.4
Melanoma of the skin,2006,Females,15?19,44690,27,4
Melanoma of the skin,2006,Females,20?24,20 - 24,79,11.1
Melanoma of the skin,2006,Females,25?29,25 - 29,141,20.6
Melanoma of the skin,2006,Females,30?34,30 - 34,210,28.4
Melanoma of the skin,2006,Females,35?39,35 - 39,247,32.5
Melanoma of the skin,2006,Females,40?44,40 - 44,303,39.7
Melanoma of the skin,2006,Females,45?49,45 - 49,372,49.9
Melanoma of the skin,2006,Females,50?54,44690,393,58
Melanoma of the skin,2006,Females,55?59,55 - 59,449,71.4
Melanoma of the skin,2006,Females,60?64,60 - 64,370,75.8
Melanoma of the skin,2006,Females,65?69,65 - 69,380,97.2
Melanoma of the skin,2006,Females,70?74,70 - 74,349,107.8
Melanoma of the skin,2006,Females,75?79,75 - 79,401,135.2
Melanoma of the skin,2006,Females,80?84,80 - 84,299,126.1
Melanoma of the skin,2006,Females,85?89,85 - 89,184,133.8
Melanoma of the skin,2006,Females,90+,90 - 90+,122,156.6
Melanoma of the skin,2006,Females,All ages combined,All - combined,4329,42.1
Melanoma of the skin,2007,Females,00?04,44690,0,0
Melanoma of the skin,2007,Females,05?09,44690,1,0.2
Melanoma of the skin,2007,Females,10?14,44848,4,0.6
Melanoma of the skin,2007,Females,15?19,15 - 19,20,2.9
Melanoma of the skin,2007,Females,20?24,20 - 24,83,11.4
Melanoma of the skin,2007,Females,25?29,25 - 29,116,16.4
Melanoma of the skin,2007,Females,30?34,44690,183,25
Melanoma of the skin,2007,Females,35?39,35 - 39,289,36.9
Melanoma of the skin,2007,Females,40?44,40 - 44,331,43.7
Melanoma of the skin,2007,Females,45?49,45 - 49,420,55.1
Melanoma of the skin,2007,Females,50?54,50 - 54,402,58.2
Melanoma of the skin,2007,Females,55?59,55 - 59,450,71.6
Melanoma of the skin,2007,Females,60?64,60 - 64,428,81.3
Melanoma of the skin,2007,Females,65?69,65 - 69,365,90.5
Melanoma of the skin,2007,Females,70?74,70 - 74,344,103.6
Melanoma of the skin,2007,Females,75?79,75 - 79,361,121.8
Melanoma of the skin,2007,Females,80?84,80 - 84,331,137.5
Melanoma of the skin,2007,Females,85?89,85 - 89,186,127.8
Melanoma of the skin,2007,Females,90+,90 - 90+,100,123.9
Melanoma of the skin,2007,Females,All ages combined,All - combined,4414,42.1
Melanoma of the skin,2008,Females,00?04,44690,0,0
Melanoma of the skin,2008,Females,05?09,44690,1,0.2
Melanoma of the skin,2008,Females,10?14,44848,2,0.3
Melanoma of the skin,2008,Females,15?19,15 - 19,20,2.8
Melanoma of the skin,2008,Females,20?24,20 - 24,80,10.8
Melanoma of the skin,2008,Females,25?29,25 - 29,121,16.3
Melanoma of the skin,2008,Females,30?34,30 - 34,187,25.6
Melanoma of the skin,2008,Females,35?39,35 - 39,279,34.8
Melanoma of the skin,2008,Females,40?44,40 - 44,319,42.3
Melanoma of the skin,2008,Females,45?49,45 - 49,404,52.1
Melanoma of the skin,2008,Females,50?54,50 - 54,460,65.3
Melanoma of the skin,2008,Females,55?59,55 - 59,499,78.3
Melanoma of the skin,2008,Females,60?64,60 - 64,489,87.7
Melanoma of the skin,2008,Females,65?69,65 - 69,406,97.5
Melanoma of the skin,2008,Females,70?74,70 - 74,374,109.9
Melanoma of the skin,2008,Females,75?79,75 - 79,345,116.8
Melanoma of the skin,2008,Females,80?84,80 - 84,325,132.9
Melanoma of the skin,2008,Females,85?89,85 - 89,191,124.8
Melanoma of the skin,2008,Females,90+,90 - 90+,110,133.9
Melanoma of the skin,2008,Females,All ages combined,All - combined,4612,43.2
Melanoma of the skin,2009,Females,00?04,44690,0,0
Melanoma of the skin,2009,Females,05?09,44690,1,0.2
Melanoma of the skin,2009,Females,10?14,44848,3,0.4
Melanoma of the skin,2009,Females,15?19,15 - 19,28,3.9
Melanoma of the skin,2009,Females,20?24,20 - 24,76,9.9
Melanoma of the skin,2009,Females,25?29,44690,124,16
Melanoma of the skin,2009,Females,30?34,44690,177,24
Melanoma of the skin,2009,Females,35?39,35 - 39,257,31.8
Melanoma of the skin,2009,Females,40?44,40 - 44,317,41.6
Melanoma of the skin,2009,Females,45?49,45 - 49,415,52.9
Melanoma of the skin,2009,Females,50?54,50 - 54,421,58.4
Melanoma of the skin,2009,Females,55?59,44690,473,73
Melanoma of the skin,2009,Females,60?64,60 - 64,512,88.6
Melanoma of the skin,2009,Females,65?69,65 - 69,411,94.4
Melanoma of the skin,2009,Females,70?74,70 - 74,404,115.2
Melanoma of the skin,2009,Females,75?79,75 - 79,402,136.3
Melanoma of the skin,2009,Females,80?84,80 - 84,347,140.1
Melanoma of the skin,2009,Females,85?89,85 - 89,230,143.1
Melanoma of the skin,2009,Females,90+,90 - 90+,116,138.9
Melanoma of the skin,2009,Females,All ages combined,All - combined,4714,43.3
Melanoma of the skin,2010,Females,00?04,00 - 04,1,0.1
Melanoma of the skin,2010,Females,05?09,44690,2,0.3
Melanoma of the skin,2010,Females,10?14,44848,3,0.4
Melanoma of the skin,2010,Females,15?19,15 - 19,13,1.8
Melanoma of the skin,2010,Females,20?24,20 - 24,61,7.8
Melanoma of the skin,2010,Females,25?29,44690,144,18
Melanoma of the skin,2010,Females,30?34,30 - 34,169,22.6
Melanoma of the skin,2010,Females,35?39,44690,234,29
Melanoma of the skin,2010,Females,40?44,40 - 44,316,40.8
Melanoma of the skin,2010,Females,45?49,45 - 49,379,48.3
Melanoma of the skin,2010,Females,50?54,50 - 54,440,59.7
Melanoma of the skin,2010,Females,55?59,55 - 59,461,69.9
Melanoma of the skin,2010,Females,60?64,60 - 64,526,88.1
Melanoma of the skin,2010,Females,65?69,65 - 69,507,110.9
Melanoma of the skin,2010,Females,70?74,70 - 74,376,104.2
Melanoma of the skin,2010,Females,75?79,75 - 79,365,123.3
Melanoma of the skin,2010,Females,80?84,80 - 84,337,134.4
Melanoma of the skin,2010,Females,85?89,85 - 89,260,155.7
Melanoma of the skin,2010,Females,90+,90 - 90+,120,136.3
Melanoma of the skin,2010,Females,All ages combined,All - combined,4714,42.6
Melanoma of the skin,2011,Females,00?04,44690,0,0
Melanoma of the skin,2011,Females,05?09,44690,2,0.3
Melanoma of the skin,2011,Females,10?14,44848,2,0.3
Melanoma of the skin,2011,Females,15?19,15 - 19,20,2.8
Melanoma of the skin,2011,Females,20?24,20 - 24,59,7.5
Melanoma of the skin,2011,Females,25?29,25 - 29,115,14.1
Melanoma of the skin,2011,Females,30?34,44690,138,18
Melanoma of the skin,2011,Females,35?39,35 - 39,272,34.4
Melanoma of the skin,2011,Females,40?44,40 - 44,311,38.9
Melanoma of the skin,2011,Females,45?49,44690,397,51
Melanoma of the skin,2011,Females,50?54,50 - 54,424,56.2
Melanoma of the skin,2011,Females,55?59,55 - 59,461,68.4
Melanoma of the skin,2011,Females,60?64,60 - 64,544,88.5
Melanoma of the skin,2011,Females,65?69,65 - 69,544,113.3
Melanoma of the skin,2011,Females,70?74,70 - 74,472,127.4
Melanoma of the skin,2011,Females,75?79,44690,345,115
Melanoma of the skin,2011,Females,80?84,80 - 84,372,146.8
Melanoma of the skin,2011,Females,85?89,44690,245,143
Melanoma of the skin,2011,Females,90+,90 - 90+,132,141.6
Melanoma of the skin,2011,Females,All ages combined,All - combined,4855,43.3
Melanoma of the skin,2012,Females,00?04,44690,0,0
Melanoma of the skin,2012,Females,05?09,44690,0,0
Melanoma of the skin,2012,Females,10?14,44848,2,0.3
Melanoma of the skin,2012,Females,15?19,15 - 19,18,2.5
Melanoma of the skin,2012,Females,20?24,20 - 24,63,7.9
Melanoma of the skin,2012,Females,25?29,25 - 29,131,15.6
Melanoma of the skin,2012,Females,30?34,44690,182,23
Melanoma of the skin,2012,Females,35?39,44690,250,32
Melanoma of the skin,2012,Females,40?44,40 - 44,345,41.8
Melanoma of the skin,2012,Females,45?49,44690,395,51
Melanoma of the skin,2012,Females,50?54,50 - 54,470,61.1
Melanoma of the skin,2012,Females,55?59,55 - 59,495,71.8
Melanoma of the skin,2012,Females,60?64,60 - 64,552,89.5
Melanoma of the skin,2012,Females,65?69,65 - 69,562,109.3
Melanoma of the skin,2012,Females,70?74,70 - 74,432,112.4
Melanoma of the skin,2012,Females,75?79,75 - 79,393,128.9
Melanoma of the skin,2012,Females,80?84,80 - 84,349,138.2
Melanoma of the skin,2012,Females,85?89,85 - 89,289,165.6
Melanoma of the skin,2012,Females,90+,90 - 90+,168,169.7
Melanoma of the skin,2012,Females,All ages combined,All - combined,5096,44.6
Melanoma of the skin,2013,Females,00?04,00 - 04,1,0.1
Melanoma of the skin,2013,Females,05?09,44690,1,0.1
Melanoma of the skin,2013,Females,10?14,44848,4,0.6
Melanoma of the skin,2013,Females,15?19,15 - 19,21,2.9
Melanoma of the skin,2013,Females,20?24,20 - 24,60,7.4
Melanoma of the skin,2013,Females,25?29,44690,137,16
Melanoma of the skin,2013,Females,30?34,44690,189,23
Melanoma of the skin,2013,Females,35?39,35 - 39,250,32.2
Melanoma of the skin,2013,Females,40?44,40 - 44,363,43.3
Melanoma of the skin,2013,Females,45?49,45 - 49,398,51.4
Melanoma of the skin,2013,Females,50?54,50 - 54,512,65.5
Melanoma of the skin,2013,Females,55?59,55 - 59,512,72.7
Melanoma of the skin,2013,Females,60?64,60 - 64,523,83.3
Melanoma of the skin,2013,Females,65?69,65 - 69,601,110.7
Melanoma of the skin,2013,Females,70?74,70 - 74,473,118.9
Melanoma of the skin,2013,Females,75?79,75 - 79,441,141.4
Melanoma of the skin,2013,Females,80?84,80 - 84,398,158.3
Melanoma of the skin,2013,Females,85?89,85 - 89,292,164.4
Melanoma of the skin,2013,Females,90+,90 - 90+,180,172.1
Melanoma of the skin,2013,Females,All ages combined,All - combined,5356,46.1
Melanoma of the skin,2014,Females,00?04,00 - 04,1,0.1
Melanoma of the skin,2014,Females,05?09,44690,0,0
Melanoma of the skin,2014,Females,10?14,44848,1,0.1
Melanoma of the skin,2014,Females,15?19,15 - 19,19,2.7
Melanoma of the skin,2014,Females,20?24,20 - 24,62,7.6
Melanoma of the skin,2014,Females,25?29,25 - 29,118,13.5
Melanoma of the skin,2014,Females,30?34,30 - 34,185,21.8
Melanoma of the skin,2014,Females,35?39,35 - 39,220,28.3
Melanoma of the skin,2014,Females,40?44,40 - 44,381,45.3
Melanoma of the skin,2014,Females,45?49,45 - 49,439,56.2
Melanoma of the skin,2014,Females,50?54,50 - 54,535,67.7
Melanoma of the skin,2014,Females,55?59,55 - 59,500,69.5
Melanoma of the skin,2014,Females,60?64,60 - 64,559,87.2
Melanoma of the skin,2014,Females,65?69,65 - 69,660,117.3
Melanoma of the skin,2014,Females,70?74,70 - 74,522,125.6
Melanoma of the skin,2014,Females,75?79,75 - 79,458,142.3
Melanoma of the skin,2014,Females,80?84,44690,376,150
Melanoma of the skin,2014,Females,85?89,85 - 89,279,155.2
Melanoma of the skin,2014,Females,90+,90 - 90+,186,168.3
Melanoma of the skin,2014,Females,All ages combined,All - combined,5501,46.6
Melanoma of the skin,2015,Females,00?04,44690,0,0
Melanoma of the skin,2015,Females,05?09,44690,1,0.1
Melanoma of the skin,2015,Females,10?14,44848,1,0.1
Melanoma of the skin,2015,Females,15?19,15 - 19,13,1.8
Melanoma of the skin,2015,Females,20?24,44690,57,7
Melanoma of the skin,2015,Females,25?29,25 - 29,145,16.3
Melanoma of the skin,2015,Females,30?34,30 - 34,194,22.1
Melanoma of the skin,2015,Females,35?39,35 - 39,230,29.2
Melanoma of the skin,2015,Females,40?44,40 - 44,359,42.9
Melanoma of the skin,2015,Females,45?49,45 - 49,420,52.9
Melanoma of the skin,2015,Females,50?54,50 - 54,526,66.6
Melanoma of the skin,2015,Females,55?59,55 - 59,530,72.1
Melanoma of the skin,2015,Females,60?64,60 - 64,603,92.2
Melanoma of the skin,2015,Females,65?69,65 - 69,701,120.2
Melanoma of the skin,2015,Females,70?74,70 - 74,549,126.5
Melanoma of the skin,2015,Females,75?79,75 - 79,518,155.8
Melanoma of the skin,2015,Females,80?84,80 - 84,389,155.4
Melanoma of the skin,2015,Females,85?89,85 - 89,316,174.1
Melanoma of the skin,2015,Females,90+,90 - 90+,172,148.9
Melanoma of the skin,2015,Females,All ages combined,All - combined,5724,47.7
Melanoma of the skin,2016,Females,00?04,00 - 04,2,0.3
Melanoma of the skin,2016,Females,05?09,44690,0,0
Melanoma of the skin,2016,Females,10?14,44848,1,0.1
Melanoma of the skin,2016,Females,15?19,15 - 19,22,3.1
Melanoma of the skin,2016,Females,20?24,20 - 24,59,7.1
Melanoma of the skin,2016,Females,25?29,25 - 29,150,16.5
Melanoma of the skin,2016,Females,30?34,30 - 34,216,23.9
Melanoma of the skin,2016,Females,35?39,35 - 39,278,34.5
Melanoma of the skin,2016,Females,40?44,40 - 44,345,42.1
Melanoma of the skin,2016,Females,45?49,44690,451,55
Melanoma of the skin,2016,Females,50?54,50 - 54,505,64.3
Melanoma of the skin,2016,Females,55?59,55 - 59,556,73.9
Melanoma of the skin,2016,Females,60?64,60 - 64,643,96.4
Melanoma of the skin,2016,Females,65?69,65 - 69,769,127.3
Melanoma of the skin,2016,Females,70?74,70 - 74,624,137.6
Melanoma of the skin,2016,Females,75?79,75 - 79,516,150.4
Melanoma of the skin,2016,Females,80?84,80 - 84,377,149.2
Melanoma of the skin,2016,Females,85?89,85 - 89,349,190.7
Melanoma of the skin,2016,Females,90+,90 - 90+,197,163.5
